#TAXONOMY	ID	no rank	superkingdom	clade	phylum	class	order	family	genus	species	strain	no rank2	clade2	clade3	subspecies	no rank3	species group	subphylum
NZ_PNHV01000007.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_AP019822.1	cellular organisms	Bacteria	NA	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Pseudoleptotrichia	Pseudoleptotrichia goodfellowii	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_PNHV01000008.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_JVGP01000035.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_JH590862.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Stomatobaculum	Stomatobaculum longum	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_ACVO01000015.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	Rothia mucilaginosa ATCC 25296	NA	NA	NA	NA	NA	NA	NA	
NZ_JH590865.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Stomatobaculum	Stomatobaculum longum	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_PNHV01000003.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_JVGP01000037.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_LT635866.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces bouchesdurhonensis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_BMPU01000008.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas pasteri	NA	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_JVGP01000019.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_JH590861.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Stomatobaculum	Stomatobaculum longum	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_JVGP01000013.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_BMPU01000009.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas pasteri	NA	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_CP012544.1	cellular organisms	Bacteria	NA	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter showae	NA	NA	NA	NA	NA	NA	NA	delta/epsilon subdivisions	
NZ_JH376762.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella histicola	Prevotella histicola F0411	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_KB291040.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas catoniae	Porphyromonas catoniae F0037	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_PNHV01000005.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_LT635868.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces bouchesdurhonensis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_JVGP01000033.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_JAALFF010000220.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_ACFE01000007.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella rimae	Atopobium rimae ATCC 49626	NA	NA	NA	NA	NA	NA	NA	
NZ_ACVO01000007.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	Rothia mucilaginosa ATCC 25296	NA	NA	NA	NA	NA	NA	NA	
NZ_JH114216.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oulorum	Prevotella oulorum F0390	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_SRRP01000001.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus rubneri	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_CP032364.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum umeaense	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_ACVO01000004.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	Rothia mucilaginosa ATCC 25296	NA	NA	NA	NA	NA	NA	NA	
NZ_ADFR01000011.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia extructa	Bulleidia extructa W1219	NA	NA	NA	NA	NA	NA	NA	
NZ_OUNG01000006.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Lactimicrobium	Lactimicrobium massiliense	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_PNHV01000004.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_CP024699.1	cellular organisms	Bacteria	NA	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium pseudoperiodonticum	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_JVGP01000029.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	NA	NA	NA	NA	NA	NA	NA	NA	
NC_014371.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella melaninogenica	Prevotella melaninogenica ATCC 25845	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_GL982493.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella dentalis	Prevotella dentalis DSM 3688	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_KB291041.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas catoniae	Porphyromonas catoniae F0037	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_JVGP01000012.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_CABIYR010000001.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium propinquum	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_CABIYR010000002.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium propinquum	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_CABIYR010000003.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium propinquum	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_CABIYR010000009.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium propinquum	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_CP012075.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella fusca	Prevotella fusca JCM 17724	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_ACVO01000017.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	Rothia mucilaginosa ATCC 25296	NA	NA	NA	NA	NA	NA	NA	
NZ_PPCX01000007.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella rogosae	Veillonella rogosae JCM 15642	NA	NA	NA	NA	NA	NA	NA	
NZ_PKJQ01000001.1	cellular organisms	Bacteria	NA	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria perflava	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_UGTP01000001.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella pallens	NA	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_FMIX01000002.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus timonensis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_GL982470.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella nigrescens	Prevotella nigrescens ATCC 33563	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_CP012805.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus	NA	NA	NA	NA	NA	NA	Streptococcus anginosus group	NA	
NZ_KI535366.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Catonella	Catonella morbi	Catonella morbi ATCC 51271	NA	NA	NA	NA	NA	NA	NA	
NC_015437.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas sputigena	Selenomonas sputigena ATCC 35185	NA	NA	NA	NA	NA	NA	NA	
NZ_HE999470.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella conceptionensis	Prevotella conceptionensis 9403948	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_CP023863.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella jejuni	NA	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_ACVO01000024.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	Rothia mucilaginosa ATCC 25296	NA	NA	NA	NA	NA	NA	NA	
NZ_KB904330.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella nanceiensis	Prevotella nanceiensis DSM 19126 = JCM 15639	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_QWIU01000002.1	cellular organisms	Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium nematophagum	NA	Chryseobacterium group	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_ADGQ01000055.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus stomatis	Peptostreptococcus stomatis DSM 17678	NA	NA	NA	NA	NA	NA	NA	
NZ_ACVO01000005.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	Rothia mucilaginosa ATCC 25296	NA	NA	NA	NA	NA	NA	NA	
NZ_ACVO01000010.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	Rothia mucilaginosa ATCC 25296	NA	NA	NA	NA	NA	NA	NA	
NZ_ADGQ01000048.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus stomatis	Peptostreptococcus stomatis DSM 17678	NA	NA	NA	NA	NA	NA	NA	
NZ_ACVO01000016.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	Rothia mucilaginosa ATCC 25296	NA	NA	NA	NA	NA	NA	NA	
NZ_UGGM01000001.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia exigua	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_ACVO01000009.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	Rothia mucilaginosa ATCC 25296	NA	NA	NA	NA	NA	NA	NA	
NZ_QYYA01000027.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax profundi	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_ACVO01000014.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	Rothia mucilaginosa ATCC 25296	NA	NA	NA	NA	NA	NA	NA	
NZ_SRRP01000002.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus rubneri	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_JH376798.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas infelix	Selenomonas infelix ATCC 43532	NA	NA	NA	NA	NA	NA	NA	
NZ_BMPU01000002.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas pasteri	NA	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_GG665866.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Shuttleworthia	Shuttleworthia satelles	Shuttleworthia satelles DSM 14600	NA	NA	NA	NA	NA	NA	NA	
NZ_CP013237.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_UFTL01000001.1	cellular organisms	Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Bergeyella	Bergeyella zoohelcum	NA	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_JH719939.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Scardovia	Scardovia wiggsiae	Scardovia wiggsiae F0424	NA	NA	NA	NA	NA	NA	NA	
NZ_GL732439.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantis	Streptococcus infantis ATCC 700779	NA	NA	NA	NA	NA	NA	NA	
NZ_BMPU01000001.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas pasteri	NA	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_LT985754.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas massiliensis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_LS483458.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus haemolyticus	NA	NA	NA	NA	NA	NA	NA	NA	
NC_015875.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pseudopneumoniae	Streptococcus pseudopneumoniae IS7493	NA	NA	NA	NA	NA	NA	NA	
NZ_JVGP01000005.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_LT906482.1	cellular organisms	Bacteria	NA	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella corrodens	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_QEMY02000001.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus halitosis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_GG694015.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella adiacens	Granulicatella adiacens ATCC 49175	NA	NA	NA	NA	NA	NA	NA	
NZ_CP023864.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella jejuni	NA	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NC_014387.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio	Butyrivibrio proteoclasticus	Butyrivibrio proteoclasticus B316	NA	NA	NA	NA	NA	NA	NA	
NZ_JAALFF010000219.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii	NA	NA	NA	NA	NA	NA	NA	NA	
